Latitude,Longitude,name_en
22.48333333,73.53333333,Champaner-Pavagadh Archaeological Park
26.92472222,75.825,"The Jantar Mantar, Jaipur"
8.529722222,77.24972222,Western Ghats
23.68027778,87.68497222,Santiniketan
31.83333333,77.58333333,Great Himalayan National Park Conservation Area
18.92980556,72.83008333,Victorian Gothic and Art Deco Ensembles of Mumbai
25.13666667,85.44388889,"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar"
27.76472222,88.37722222,Khangchendzonga National Park
23.02638889,72.58805556,Historic City of Ahmadabad
18.25913333,79.94320556,"Kakatiya Rudreshwara (Ramappa) Temple, Telangana"
26.92427778,75.82186111,"Jaipur City, Rajasthan"
23.88840833,70.21330278,Dholavira: a Harappan City
13.21245278,75.99407222,Sacred Ensembles of the Hoysalas
26.94117472,94.87635,Moidams ¨C the Mound-Burial System of the Ahom Dynasty
-7.60778,110.20361,Borobudur Temple Compounds
-7.4,110.8166667,Sangiran Early Man Site
-6.75,105.3333333,Ujung Kulon National Park
-8.54333,119.48944,Komodo National Park
-7.75222,110.49167,Prambanan Temple Compounds
-4.75,137.83333,Lorentz National Park
-2.5,101.5,Tropical Rainforest Heritage of Sumatra
-8.259166667,115.4027778,Cultural Landscape of Bali Province: the <em>Subak</em> System as a Manifestation of the <em>Tri Hita Karana</em> Philosophy
-0.766625556,100.7378833,Ombilin Coal Mining Heritage of Sawahlunto
-7.801388889,110.3647778,The Cosmological Axis of Yogyakarta and its Historic Landmarks
32.00857,48.522118,Tchogha Zanbil
29.93444,52.89028,Persepolis
32.65745,51.67777778,"Meidan Emam, Esfahan"
36.60388889,47.235,Takht-e Soleyman
30.19383,53.16729,Pasargadae
36.43528,48.79667,Soltaniyeh
29.11683,58.36666667,Bam and its Cultural Landscape
34.38833333,47.43666667,Bisotun
38.97888889,45.47333333,Armenian Monastic Ensembles of Iran
32.01861111,48.83583333,Shushtar Historical Hydraulic System
38.24861111,48.29138889,Sheikh Safi al-din Kh¨¡neg¨¡h and Shrine Ensemble in Ardabil
38.08138889,46.29305556,Tabriz Historic Bazaar Complex
30.16666667,53.16666667,The Persian Garden
32.66972222,51.68527778,Masjed-e J¨¡m¨¦ of Isfahan
37.25802778,55.169,Gonbad-e Q¨¡bus
35.68036667,51.42051111,Golestan Palace
30.16805556,55.37555556,Cultural Landscape of Maymand
32.18944444,48.25611111,Susa
30.59388889,61.32777778,Shahr-i Sokhta
30.21611111,58.83888889,Lut Desert
34.29,58.65444444,The Persian Qanat
31.90138889,54.36916667,Historic City of Yazd
29.77748056,51.57045,Sassanid Archaeological Landscape of Fars Region
35.65830556,51.39833333,Trans-Iranian Railway
35.10735833,46.47785,Cultural Landscape of Hawraman/Uramanat
35.05835278,51.42013611,The Persian Caravanserai
34.80238889,48.51668611,Hegmataneh
34.34098944,43.82354306,Samarra Archaeological City
35.58806,42.71833,Hatra
32.54196944,44.42083333,Babylon
35.45666667,43.26111111,Ashur (Qal'at Sherqat)
36.19111111,44.00916667,Erbil Citadel
31.56222222,47.65777778,The Ahwar of Southern Iraq: Refuge of Biodiversity and the Relict Landscape of the Mesopotamian Cities
53.69469444,-6.4755,Br¨² na B¨®inne - Archaeological Ensemble of the Bend of the Boyne
51.77194,-10.53861,Sceilg Mhich¨ªl
31.31555556,35.35361111,Masada
32.92166667,35.06888889,Old City of Acre
32.07777778,34.77416667,White City of Tel-Aviv ¨C the Modern Movement
30.57388889,35.00916667,Incense Route - Desert Cities in the Negev
32.59722,35.18222,"Biblical Tels - Megiddo, Hazor, Beer Sheba"
32.82939667,34.97164889,Bah¨¢¡¯i Holy Places in Haifa and the Western Galilee
31.60111111,34.9,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves
32.66861111,34.96805556,Sites of Human Evolution at Mount Carmel: The Nahal Me¡¯arot / Wadi el-Mughara Caves
32.70222222,35.12694444,Necropolis of Bet She¡¯arim: A Landmark of Jewish Renewal
45.466,9.171,Church and Dominican Convent of Santa Maria delle Grazie with ¡°The Last Supper¡± by Leonardo da Vinci
45.95705556,10.29733333,Rock Drawings in Valcamonica
43.77306,11.25611,Historic Centre of Florence
43.85777778,11.30416667,Medici Villas and Gardens in Tuscany
45.43430556,12.33894444,Venice and its Lagoon
43.72305556,10.39638889,"Piazza del Duomo, Pisa"
41.08480556,16.27094444,Castel del Monte
41.07333,14.32639,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex"
43.46806,11.04167,Historic Centre of San Gimignano
40.66638889,16.61027778,The Sassi and the Park of the Rupestrian Churches of Matera
45.54916667,11.54944444,City of Vicenza and the Palladian Villas of the Veneto
43.31861111,11.33166667,Historic Centre of Siena
40.85138889,14.26277778,Historic Centre of Naples
45.59333,9.53833,Crespi d'Adda
44.83777778,11.61944444,"Ferrara, City of the Renaissance, and its Po Delta"
40.7825,17.23694,The <I>Trulli</I> of Alberobello
44.42041667,12.19625,Early Christian Monuments of Ravenna
43.07694444,11.67861111,Historic Centre of the City of Pienza
45.43861111,10.99388889,City of Verona
45.07253,7.68572,Residences of the Royal House of Savoy
45.39911111,11.88066667,"Botanical Garden (Orto Botanico), Padua"
45.76833333,13.3675,Archaeological Area and the Patriarchal Basilica of Aquileia
44.10694,9.72917,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)"
44.64624,10.92568,"Cathedral, Torre Civica and Piazza Grande, Modena"
43.725,12.63333,Historic Centre of Urbino
40.75,14.48333333,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata"
40.63333333,14.60277778,Costiera Amalfitana
37.28972222,13.59333333,Archaeological Area of Agrigento
37.36611,14.33417,Villa Romana del Casale
39.70583333,8.991388889,Su Nuraxi di Barumini
40.28333333,15.26666667,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula"
41.94416667,12.77197222,Villa Adriana (Tivoli)
38.48786111,14.94558333,Isole Eolie (Aeolian Islands)
43.06616667,12.62244444,"Assisi, the Basilica of San Francesco and Other Franciscan Sites"
36.89319444,15.06891667,Late Baroque Towns of the Val di Noto (South-Eastern Sicily)
41.96391667,12.79625,"Villa d'Este, Tivoli"
43.06666667,11.55,Val d'Orcia
45.97455556,9.169555556,<I>Sacri Monti</I> of Piedmont and Lombardy
42.00683333,12.10188889,Etruscan Necropolises of Cerveteri and Tarquinia
37.05944,15.29306,Syracuse and the Rocky Necropolis of Pantalica
44.41222222,8.931111111,Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>
46.61305556,12.16305556,The Dolomites
45.15944444,10.79444444,Mantua and Sabbioneta
46.09416667,13.43305556,Longobards in Italy. Places of the Power (568-774 A.D.)
44.60861111,7.963611111,Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato
37.75611111,14.99666667,Mount Etna
38.11083333,13.35305556,Arab-Norman Palermo and the Cathedral Churches of Cefal¨² and Monreale
45.4575,7.869166667,"Ivrea, industrial city of the 20th century"
45.95302778,12.22611111,Le Colline del Prosecco di Conegliano e Valdobbiadene
45.41188889,11.87961111,Padua¡¯s fourteenth-century fresco cycles
44.49138889,11.33277778,The Porticoes of Bologna
44.37994444,10.38891667,Evaporitic Karst and Caves of Northern Apennines
41.29272222,13.26272222,Via Appia. <em>Regina Viarum</em>
18.0775,-76.57111111,Blue and John Crow Mountains
34.61666667,135.7333333,Buddhist Monuments in the Horyu-ji Area
34.83333333,134.7,Himeji-jo
30.315,130.5086111,Yakushima
40.4525,140.1155556,Shirakami-Sanchi
34.98055556,135.7694444,"Historic Monuments of Ancient Kyoto (Kyoto, Uji and Otsu Cities)"
36.4,136.8833333,Historic Villages of Shirakawa-go and Gokayama
34.395556,132.453611,Hiroshima Peace Memorial (Genbaku Dome)
34.29441667,132.3246389,Itsukushima Shinto Shrine
34.67555556,135.8394444,Historic Monuments of Ancient Nara
36.7475,139.6105556,Shrines and Temples of Nikko
26.20861111,127.6827778,Gusuku Sites and Related Properties of the Kingdom of Ryukyu
33.83694444,135.7763889,Sacred Sites and Pilgrimage Routes in the Kii Mountain Range
43.94944,144.96583,Shiretoko
35.11277778,132.435,Iwami Ginzan Silver Mine and its Cultural Landscape
39.00111111,141.1077778,"Hiraizumi ¨C Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land"
27.71833333,142.0997222,Ogasawara Islands
35.36083333,138.7275,"Fujisan, sacred place and source of artistic inspiration"
36.25527778,138.8877778,Tomioka Silk Mill and Related Sites
34.43055556,131.4122222,"Sites of Japan¡¯s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining"
32.80222222,128.9038889,Hidden Christian Sites in the Nagasaki Region
34.245,130.1055556,Sacred Island of Okinoshima and Associated Sites in the Munakata Region
28.27916667,129.3783333,"Amami-Oshima Island, Tokunoshima Island, Northern part of Okinawa Island, and Iriomote Island"
34.56222222,135.6094444,Mozu-Furuichi Kofun Group: Mounded Tombs of Ancient Japan
41.06555556,140.5522222,Jomon Prehistoric Sites in Northern Japan
38.04083333,138.2577778,Sado Island Gold Mines
31.77777778,35.23166667,Old City of Jerusalem and its Walls
30.33056,35.44333,Petra
31.80180556,36.58730556,Quseir Amra
32.04261111,35.72830556,As-Salt - The Place of Tolerance and Urban Hospitality
31.50167,35.92056,Um er-Rasas (Kastrom Mefa'a)
29.63972222,35.43388889,Wadi Rum Protected Area
31.83722222,35.55277778,Baptism Site ¡°Bethany Beyond the Jordan¡± (Al-Maghtas)
32.32694444,36.37,Umm Al-Jim¨¡l
50.43333333,69.18888889,Saryarka ¨C Steppe and Lakes of Northern Kazakhstan
43.29769444,68.27105556,Mausoleum of Khoja Ahmed Yasawi
43.80333333,75.535,Petroglyphs of the Archaeological Landscape of Tanbaly
-0.155,37.31555556,Mount Kenya National Park/Natural Forest
3.051305556,36.50366667,Lake Turkana National Parks
-2.284444444,40.8525,Lamu Old Town
-0.4425,36.24,Kenya Lake System in the Great Rift Valley
-3.931944444,39.59611111,Sacred Mijikenda Kaya Forests
-4.062777778,39.67944444,"Fort Jesus, Mombasa"
-0.891338056,34.326107,Thimlich Ohinga Archaeological Site
-3.310263889,40.01726389,The Historic Town and Archaeological Site of Gedi
-3.864454,-172.650203,Phoenix Islands Protected Area
40.53111111,72.78277778,Sulaiman-Too Sacred Mountain
19.88889,102.13333,Town of Luang Prabang
14.84833333,105.8222222,Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape
19.43105556,103.1522222,Megalithic Jar Sites in Xiengkhuang ¨C Plain of Jars
56.95417,24.11667,Historic Centre of Riga
56.96775,21.97152778,Old town of Kuld¨©ga
33.73194444,35.93333333,Anjar
34.00666667,36.20416667,Baalbek
34.11917,35.64555556,Byblos
33.26916667,35.19583333,Tyre
34.25388889,36.95111111,Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab)
34.43777778,35.82416667,Rachid Karami International Fair-Tripoli
32.63833,14.29306,Archaeological Site of Leptis Magna
32.80528,12.485,Archaeological Site of Sabratha
32.825,21.85833,Archaeological Site of Cyrene
24.83333,10.33333,Rock-Art Sites of Tadrart Acacus
30.13333333,9.5,Old Town of Ghadam¨¨s
54.68667,25.29306,Vilnius Historic Centre
54.879,24.853,Kernav? Archaeological Site (Cultural Reserve of Kernav?)
54.89694444,23.92916667,"Modernist Kaunas: Architecture of Optimism, 1919-1939"
49.61,6.13333,City of Luxembourg: its Old Quarters and Fortifications
-18.66157778,44.76738611,Andrefana Dry Forests
-18.75917,47.56278,Royal Hill of Ambohimanga
-14.45972222,49.7025,Rainforests of the Atsinanana
-14.03333,34.88333,Lake Malawi National Park
-14.29333333,34.27916667,Chongoni Rock-Art Area
6.25,116.5,Kinabalu Park
4.13333,114.91667,Gunung Mulu National Park
3.813888889,113.7813889,The Archaeological Heritage of Niah National Park¡¯s Caves Complex
5.421388889,100.3458333,"Melaka and George Town, Historic Cities of the Straits of Malacca"
5.067908333,100.9723278,Archaeological Heritage of the Lenggong Valley
13.90639,-4.555,Old Towns of Djenn¨¦
16.77333333,-2.999444444,Timbuktu
14.33333,-3.41667,Cliff of Bandiagara (Land of the Dogons)
16.2898,-0.04456,Tomb of Askia
35.86959,14.50688337,?al Saflieni Hypogeum
35.90056,14.51444,City of Valletta
36.04908,14.26947,Megalithic Temples of Malta
11.6,165.3805556,Bikini Atoll Nuclear Test Site
20.23472,-16.10889,Banc d'Arguin National Park
20.92889,-11.62361,"Ancient <I>Ksour</I> of Ouadane, Chinguetti, Tichitt and Oualata"
-20.15863889,57.50316667,Aapravasi Ghat
-20.45194444,57.32833333,Le Morne Cultural Landscape
19.38333,-87.79167,Sian Ka'an
17.48333,-92.05,Pre-Hispanic City and National Park of Palenque
19.41833,-99.13278,Historic Centre of Mexico City and Xochimilco
19.69167,-98.84167,Pre-Hispanic City of Teotihuacan
17.061579,-96.725885,Historic Centre of Oaxaca and Archaeological Site of Monte Alb¨¢n
19.045967,-98.197769,Historic Centre of Puebla
21.01694,-101.25556,Historic Town of Guanajuato and Adjacent Mines
20.682739,-88.568654,Pre-Hispanic City of Chichen-Itza
27.79222,-114.22778,Whale Sanctuary of El Vizcaino
30.367128,-107.948122,"Archaeological Zone of Paquim¨¦, Casas Grandes"
19.700927,-101.190376,Historic Centre of Morelia
20.446095,-97.377642,"El Tajin, Pre-Hispanic City"
22.775484,-102.573531,Historic Centre of Zacatecas
18.93472222,-98.89777778,Earliest 16th-Century Monasteries on the Slopes of Popocatepetl
27.626963,-113.020427,Rock Paintings of the Sierra de San Francisco
20.36166667,-89.77027778,Pre-Hispanic Town of Uxmal
20.593292,-100.392135,Historic Monuments Zone of Quer¨¦taro
20.676888,-103.337798,"Hospicio Caba?as, Guadalajara"
18.613459,-95.658676,Historic Monuments Zone of Tlacotalpan
19.84639,-90.53722,Historic Fortified Town of Campeche
18.803972,-99.29639,Archaeological Monuments Zone of Xochicalco
18.05302778,-89.73728333,"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche"
21.20438889,-99.46411111,Franciscan Missions in the Sierra Gorda of Quer¨¦taro
19.41119788,-99.19235334,Luis Barrag¨¢n House and Studio
27.62667,-112.54583,Islands and Protected Areas of the Gulf of California
20.86305556,-103.7786111,Agave Landscape and Ancient Industrial Facilities of Tequila
19.33222222,-99.18805556,Central University City Campus of the <i>Universidad Nacional Aut¨®noma de M¨¦xico</i> (UNAM)
20.91444444,-100.7463889,Protective town of San Miguel and the Sanctuary of Jes¨²s Nazareno de Atotonilco
19.60638889,-100.2416667,Monarch Butterfly Biosphere Reserve
22.60805556,-102.3791667,Camino Real de Tierra Adentro
16.95083333,-96.42111111,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca
32.0,-113.9166667,El Pinacate and Gran Desierto de Altar Biosphere Reserve
19.83527778,-98.66256667,Aqueduct of Padre Tembleque Hydraulic System
18.78805556,-110.9752778,Archipi¨¦lago de Revillagigedo
17.98996111,-97.18715278,Tehuac¨¢n-Cuicatl¨¢n Valley: originary habitat of Mesoamerica
6.839722222,158.3308333,Nan Madol: Ceremonial Centre of Eastern Micronesia
47.479214,102.678482,Orkhon Valley Cultural Landscape
49.33388889,88.39527778,Petroglyphic Complexes of the Mongolian Altai
48.76197778,109.0093278,Great Burkhan Khaldun Mountain and its surrounding sacred landscape
47.74277778,101.2258333,Deer Stone Monuments and Related Bronze Age Sites
43.133,19.0166,Durmitor National Park
42.48333,18.7,Natural and Culturo-Historical Region of Kotor
34.06111,-4.97778,Medina of Fez
31.63139,-7.98667,Medina of Marrakesh
31.04722,-7.12889,Ksar of Ait-Ben-Haddou
31.51411111,-9.770305556,Medina of Essaouira (formerly Mogador)
33.88333,-5.55833,Historic City of Meknes
34.07389,-5.55694,Archaeological Site of Volubilis
35.57083,-5.36667,Medina of T¨¦touan (formerly known as Titawin)
33.25667,-8.50194,Portuguese City of Mazagan (El Jadida)
34.02416667,-6.822777778,"Rabat, Modern Capital and Historic City: a Shared Heritage"
-15.03417,40.73583,Island of Mozambique
22.47,95.81861111,Pyu Ancient Cities
21.14888889,94.88444444,Bagan
-20.59558333,14.37258333,Twyfelfontein or /Ui-//aes
-24.88527778,15.40777778,Namib Sand Sea
27.96528,86.91306,Sagarmatha National Park
27.70395,85.30858,Kathmandu Valley
27.5,84.33333,Chitwan National Park
27.46889,83.27611,"Lumbini, the Birthplace of the Lord Buddha"
52.63861111,5.771666667,Schokland and Surroundings
52.555,4.791388889,Dutch Water Defence Lines
51.8825,4.649444444,Mill Network at Kinderdijk-Elshout
12.10194,-68.90222,"Historic Area of Willemstad, Inner City and Harbour, Cura?ao"
52.84583,5.67889,Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station)
52.54888889,4.911111111,Droogmakerij de Beemster (Beemster Polder)
52.08533333,5.147555556,Rietveld Schr?derhuis (Rietveld Schr?der House)
52.365,4.887777778,Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht
51.92444444,4.4325,Van Nellefabriek
53.187375,5.543752778,Eisinga Planetarium in Franeker
-39.29083333,175.5622222,Tongariro National Park
-45.03602778,167.3196111,Te Wahipounamu ¨C South West New Zealand
-50.75,166.1044444,New Zealand Sub-Antarctic Islands
12.40047,-86.616336,Ruins of Le¨®n Viejo
12.435,-86.87805556,Le¨®n Cathedral
18.0,9.0,Air and T¨¦n¨¦r¨¦ Natural Reserves
16.97361111,7.991388889,Historic Centre of Agadez
10.74056,13.57194,Sukur Cultural Landscape
7.75556,4.55222,Osun-Osogbo Sacred Grove
62.57388889,11.38555556,R?ros Mining Town and the Circumference
61.29825949,7.322678289,Urnes Stave Church
60.39722,5.32306,Bryggen
69.95,23.18333,Rock Art of Alta
65.61667,11.75,Vega?yan ¨C The Vega Archipelago
62.11667,7.16667,West Norwegian Fjords ¨C Geirangerfjord and N?r?yfjord
59.87861111,8.593611111,Rjukan-Notodden Industrial Heritage Site
22.96417,57.30111,Bahla Fort
23.26986,56.745,"Archaeological Sites of Bat, Al-Khutm and Al-Ayn"
18.25333,53.64759,Land of Frankincense
22.99888889,57.53605556,<i>Aflaj</i> Irrigation Systems of Oman
22.69522222,59.37811111,Ancient City of Qalhat
27.32916667,68.13888889,Archaeological Ruins at Moenjodaro
33.77916667,72.8875,Taxila
34.32083333,71.94583333,Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol
24.76666667,67.9,"Historical Monuments at Makli, Thatta"
31.59027778,74.30972222,Fort and Shalamar Gardens in Lahore
32.9625,73.58888889,Rohtas Fort
7.246925,134.3525,Rock Islands Southern Lagoon
9.553888889,-79.65583333,Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo
7.736111111,-77.54722222,Darien National Park
8.951111111,-79.54055556,Archaeological Site of Panam¨¢ Viejo and Historic District of Panam¨¢
7.433,-81.766,Coiba National Park and its Special Zone of Marine Protection
-5.783711111,144.3317222,Kuk Early Agricultural Site
-27.131613,-55.702672,Jesuit Missions of La Sant¨ªsima Trinidad de Paran¨¢ and Jes¨²s de Tavarangue
-13.517276,-71.980004,City of Cuzco
-13.184934,-72.533443,Historic Sanctuary of Machu Picchu
-9.592772544,-77.1784535,Chavin (Archaeological Site)
-9.33333,-77.4,Huascar¨¢n National Park
-8.107836,-79.074737,Chan Chan Archaeological Zone
-12.25,-71.75,Man¨² National Park
-12.046542,-77.0304,Historic Centre of Lima
-7.75,-77.25,R¨ªo Abiseo National Park
-14.72583,-75.14861,Lines and Geoglyphs of Nasca and Palpa
-16.398353,-71.536777,Historical Centre of the City of Arequipa
-10.89166667,-77.52138889,Sacred City of Caral-Supe
-9.556861111,-78.23591667,Chankillo Archaeoastronomical Complex
17.575,120.3875,Historic City of Vigan
10.16666667,118.9166667,Puerto-Princesa Subterranean River National Park
8.953333333,119.8675,Tubbataha Reefs Natural Park
14.59,120.97,Baroque Churches of the Philippines
16.93389,121.13667,Rice Terraces of the Philippine Cordilleras
6.717169444,126.1734306,Mount Hamiguitan Range Wildlife Sanctuary
50.06138889,19.93722222,Historic Centre of Krak¨®w
52.25,21.013,Historic Centre of Warsaw
50.03888889,19.175,Auschwitz Birkenau <br /><small>German Nazi Concentration and Extermination Camp (1940-1945)</small>
49.97916667,20.06388889,Wieliczka and Bochnia Royal Salt Mines
50.71694444,23.25277778,Old City of Zamo??
53.01055556,18.60416667,Medieval Town of Toru¨½
54.041,19.02972222,Castle of the Teutonic Order in Malbork
49.86668,19.676361,Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park
49.75,21.23333333,Wooden Churches of Southern Ma?opolska
51.05427778,16.19594444,Churches of Peace in Jawor and ?widnica
51.10694722,17.07701389,Centennial Hall in Wroc?aw
50.44269722,18.85122778,Tarnowskie G¨®ry Lead-Silver-Zinc Mine and its Underground Water Management System
50.96797222,21.50230556,Krzemionki Prehistoric Striped Flint Mining Region
38.655,-27.22,Central Zone of the Town of Angra do Heroismo in the Azores
38.69194,-9.21583,Monastery of the Hieronymites and Tower of Bel¨¦m in Lisbon
39.65778,-8.82694,Monastery of Batalha
39.60472,-8.4175,Convent of Christ in Tomar
38.57306,-7.90778,Historic Centre of ?vora
39.55,-8.97667,Monastery of Alcoba?a
38.78333,-9.41667,Cultural Landscape of Sintra
41.14166667,-8.616666667,"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar"
32.76666667,-17.0,Laurisilva of Madeira
41.443,-8.292777778,Historic Centre of Guimar?es and Couros Zone
41.10166667,-7.798888889,Alto Douro Wine Region
38.51344444,-28.54116667,Landscape of the Pico Island Vineyard Culture
38.88061944,-7.163322222,Garrison Border Town of Elvas and its Fortifications
40.20781111,-8.425775,University of Coimbra ¨C Alta and Sofia
38.93716667,-9.325527778,"Royal Building of <i>Mafra</i> ¨C Palace, Basilica, Convent, <i>Cerco</i> Garden and Hunting Park (<i>Tapada</i>)"
41.55494444,-8.377027778,Sanctuary of Bom Jesus do Monte in Braga
25.97805556,51.02972222,Al Zubarah Archaeological Site
35.791498,129.349029,Seokguram Grotto and Bulguksa Temple
35.801672,128.098711,"Haeinsa Temple Janggyeong Panjeon, the Depositories for the <I>Tripitaka Koreana</I> Woodblocks"
37.57472222,126.9936111,Jongmyo Shrine
37.57888889,126.9911111,Changdeokgung Palace Complex
37.27222,127.00833,Hwaseong Fortress
35.78889,129.22667,Gyeongju Historic Areas
34.96667,126.92917,"Gochang, Hwasun and Ganghwa Dolmen Sites"
33.46888889,126.7202778,Jeju Volcanic Island and Lava Tubes
37.19722222,128.4527778,Royal Tombs of the Joseon Dynasty
36.53916667,128.5166667,Historic Villages of Korea: Hahoe and Yangdong
37.47888889,127.1811111,Namhansanseong
36.46194444,127.1272222,Baekje Historic Areas
36.72729722,128.8434278,"Seowon, Korean Neo-Confucian Academies"
36.54194444,127.8333333,"Sansa, Buddhist Mountain Monasteries in Korea"
34.82882222,126.1044444,"Getbol, Korean Tidal Flats"
35.23726389,128.873725,Gaya Tumuli
45.08333,29.5,Danube Delta
46.13583333,24.77305556,Villages with Fortified Churches in Transylvania
45.16972222,24.00722222,Monastery of Horezu
47.77833333,25.71277778,Churches of Moldavia
46.21777778,24.79222222,Historic Centre of Sighi?oara
47.82083333,24.05583333,Wooden Churches of Maramure?
45.62305556,23.31194444,Dacian Fortresses of the Orastie Mountains
45.03827778,23.27877778,Br?ncu?i Monumental Ensemble of T?rgu Jiu
46.30611111,23.13055556,Ro?ia Montan? Mining Landscape
47.18078889,23.15941111,Frontiers of the Roman Empire ¨C Dacia
59.95,30.31833,Historic Centre of Saint Petersburg and Related Groups of Monuments
62.06758333,35.22436111,Kizhi Pogost
55.75402778,37.62041667,"Kremlin and Red Square, Moscow"
58.53333,31.28333,Historic Monuments of Novgorod and Surroundings
65.08333333,35.66666667,Cultural and Historic Ensemble of the Solovetsky Islands
56.15,40.41666667,White Monuments of Vladimir and Suzdal
55.65556,37.67389,"Church of the Ascension, Kolomenskoye"
56.31035,38.1312,Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad
63.62583333,58.9525,Virgin Komi Forests
53.17361111,107.6625,Lake Baikal
56.33333333,158.5,Volcanoes of Kamchatka
46.68333333,136.6611111,Central Sikhote-Alin
50.46666667,86.0,Golden Mountains of Altai
44.0,40.0,Western Caucasus
55.79945266,49.10646024,Historic and Architectural Complex of the Kazan Kremlin
54.97888889,49.05638889,Bolgar Historical and Archaeological Complex
59.95,38.56666667,Ensemble of the Ferapontov Monastery
71.18888889,-179.7152778,Natural System of Wrangel Island Reserve
42.05583333,48.28277778,"Citadel, Ancient City and Fortress Buildings of Derbent"
55.72611111,37.55508333,Ensemble of the Novodevichy Convent
57.65278,39.87611,Historical Centre of the City of Yaroslavl
69.04694444,94.15805556,Putorana Plateau
60.66666667,127.0,Lena Pillars Nature Park
57.80719444,28.32855556,Churches of the Pskov School of Architecture
55.77027778,48.65277778,Assumption Cathedral and Monastery of the town-island of Sviyazhsk
61.7299,36.01263889,Petroglyphs of Lake Onega and the White Sea
55.79090833,49.11909722,Astronomical Observatories of Kazan Federal University
61.928,38.17261111,Cultural Landscape of Kenozero Lake
-2.455527778,29.56772222,"Memorial sites of the Genocide: Nyamata, Murambi, Gisozi and Bisesero"
-2.5553,29.24733333,Nyungwe National Park
17.34694,-62.83722,Brimstone Hill Fortress National Park
13.80708333,-61.07036111,Pitons Management Area
43.93277778,12.45194444,San Marino Historic Centre and Mount Titano
26.78361111,37.955,Hegra Archaeological Site (al-Hijr / Mad¨¡ ? in ?¨¡li?)
24.73413333,46.57246667,At-Turaif District in ad-Dir'iyah
21.48388889,39.1875,"Historic Jeddah, the Gate to Makkah"
28.01055556,40.91305556,Rock Art in the Hail Region of Saudi Arabia
25.40216667,49.63056944,"Al-Ahsa Oasis, an Evolving Cultural Landscape"
18.31671111,44.54533611,?im¨¡ Cultural Area
19.36388889,45.59833333,¡®Uruq Bani Ma¡¯arid
19.76491667,45.16338889,The Cultural Landscape of Al-Faw Archaeological Area
16.414602,-16.237906,Djoudj National Bird Sanctuary
14.66722,-17.40083,Island of Gor¨¦e
12.841271,-12.899781,Niokolo-Koba National Park
16.02778,-16.50444,Island of Saint-Louis
13.83527778,-16.49861111,Saloum Delta
12.59333333,-12.84583333,"Bassari Country: Bassari, Fula and Bedik Cultural Landscapes"
43.11889,20.42278,Stari Ras and Sopo?ani
43.48652778,20.53166667,Studenica Monastery
42.66111111,20.26555556,Medieval Monuments in Kosovo
43.89930556,22.18611111,"Gamzigrad-Romuliana, Palace of Galerius"
-9.416666667,46.41666667,Aldabra Atoll
-4.32917,55.7375,Vall¨¦e de Mai Nature Reserve
1.315277778,103.8161111,Singapore Botanic Gardens
48.46111,18.9,Historic Town of Bansk¨¢ ?tiavnica and the Technical Monuments in its Vicinity
48.99944444,20.7675,"Levo?a, Spi?sk? Hrad and the Associated Cultural Monuments"
49.03916667,19.27833333,Vlkol¨ªnec
49.29277778,21.27555556,Bardejov Town Conservation Reserve
49.33611111,19.55833333,Wooden Churches of the Slovak part of the Carpathian Mountain Area
45.66667,14.0,?kocjan Caves
46.04333333,14.50222222,The works of Jo?e Ple?nik in Ljubljana ¨C Human Centred Urban Design
-11.68333,160.33333,East Rennell
-27.83889,32.55,iSimangaliso Wetland Park
-24.15861,29.17694,Fossil Hominid Sites of South Africa
-33.8,18.36666667,Robben Island
-34.36111111,18.475,Cape Floral Region Protected Areas
-22.1925,29.23889,Mapungubwe Cultural Landscape
-26.86,27.26,Vredefort Dome
-28.6,17.20388889,Richtersveld Cultural and Botanical Landscape
-25.68761111,20.37458333,?Khomani Cultural Landscape
-25.97388889,31.01388889,Barberton Makhonjwa Mountains
-25.74069167,28.21179167,"Human Rights, Liberation and Reconciliation: Nelson Mandela Legacy Sites"
